customer_id,name,country,signup_date
173,customer_173,GB,2022-07-18
174,customer_174,BR,2024-05-13
175,customer_175,BR,2025-10-02
176,customer_176,DE,2021-11-06
177,customer_177,BR,2024-02-16
178,customer_178,US,2025-06-01
179,customer_179,AU,2024-09-06
180,customer_180,JP,2020-12-27
181,customer_181,AU,2024-08-05
182,customer_182,US,2021-10-27
183,customer_183,DE,2019-02-13
184,customer_184,BR,2024-03-12
185,customer_185,DE,2024-09-19
186,customer_186,DE,2021-05-09
187,customer_187,US,2022-02-01
188,customer_188,DE,2021-06-29
189,customer_189,US,2019-10-20
190,customer_190,IN,2025-10-23
191,customer_191,BR,2019-02-26
192,customer_192,BR,2022-10-21
193,customer_193,JP,2019-02-07
194,customer_194,IN,2023-09-20
195,customer_195,AU,2025-03-02
196,customer_196,NP,2023-05-28
197,customer_197,IN,2023-02-24
198,customer_198,NP,2024-08-31
199,customer_199,IN,2025-09-01
200,customer_200,AU,2024-11-24
201,customer_201,IN,2020-08-01
202,customer_202,AU,2022-11-09
203,customer_203,DE,2024-08-09
204,customer_204,BR,2021-01-06
205,customer_205,DE,2023-08-15
206,customer_206,IN,2019-02-27
207,customer_207,GB,2025-01-02
208,customer_208,AU,2023-03-17
209,customer_209,IN,2024-02-01
210,customer_210,GB,2024-08-25
211,customer_211,IN,2020-06-30
212,customer_212,BR,2022-01-31
213,customer_213,GB,2024-11-16
214,customer_214,DE,2020-02-16
215,customer_215,BR,2024-08-18
216,customer_216,IN,2020-12-21
217,customer_217,NP,2022-12-09
218,customer_218,NP,2022-06-28
219,customer_219,DE,2023-09-13
220,customer_220,AU,2024-09-22
221,customer_221,US,2021-05-22
222,customer_222,DE,2020-03-05
223,customer_223,BR,2021-11-23
224,customer_224,US,2023-03-11
225,customer_225,BR,2024-02-20
226,customer_226,IN,2024-02-27
227,customer_227,GB,2021-04-29
228,customer_228,JP,2025-05-29
229,customer_229,JP,2019-07-27
230,customer_230,US,2019-10-19
231,customer_231,DE,2019-03-03
232,customer_232,GB,2025-05-04
233,customer_233,NP,2020-03-26
234,customer_234,GB,2023-02-12
235,customer_235,DE,2024-07-25
236,customer_236,BR,2024-03-31
237,customer_237,BR,2025-06-30
238,customer_238,DE,2019-05-15
239,customer_239,IN,2021-10-14
240,customer_240,BR,2022-06-19
241,customer_241,US,2023-10-07
242,customer_242,JP,2023-04-06
243,customer_243,NP,2022-10-31
244,customer_244,BR,2021-02-06
245,customer_245,BR,2019-09-24
246,customer_246,NP,2021-12-15
247,customer_247,GB,2020-10-11
248,customer_248,DE,2022-10-17
249,customer_249,GB,2024-06-15
250,customer_250,NP,2022-10-13
251,customer_251,US,2022-12-28
252,customer_252,DE,2019-04-15
253,customer_253,US,2023-05-31
254,customer_254,IN,2022-01-03
255,customer_255,BR,2019-11-06
256,customer_256,US,2020-06-18
257,customer_257,BR,2024-05-05
258,customer_258,NP,2025-04-10
259,customer_259,US,2022-06-23
260,customer_260,JP,2025-09-07
261,customer_261,GB,2020-03-26
262,customer_262,US,2021-01-19
263,customer_263,IN,2025-05-14
264,customer_264,AU,2020-03-13
265,customer_265,AU,2023-07-07
266,customer_266,JP,2020-07-02
267,customer_267,DE,2021-04-07
268,customer_268,IN,2022-04-09
269,customer_269,JP,2021-06-18
270,customer_270,JP,2024-12-26
271,customer_271,IN,2025-08-28
272,customer_272,NP,2022-06-04
273,customer_273,US,2022-08-06
274,customer_274,AU,2019-05-19
275,customer_275,DE,2020-08-08
276,customer_276,DE,2019-04-10
277,customer_277,DE,2024-11-11
278,customer_278,GB,2020-07-22
279,customer_279,NP,2021-05-01
280,customer_280,NP,2024-10-07
281,customer_281,IN,2023-11-19
282,customer_282,DE,2023-04-03
283,customer_283,BR,2019-04-07
284,customer_284,DE,2022-11-08
285,customer_285,DE,2022-11-03
286,customer_286,AU,2021-03-08
287,customer_287,US,2024-02-06
288,customer_288,JP,2025-05-12
289,customer_289,JP,2020-10-09
290,customer_290,DE,2021-04-07
291,customer_291,GB,2021-03-16
292,customer_292,IN,2024-09-18
293,customer_293,AU,2019-07-14
294,customer_294,IN,2025-02-17
295,customer_295,JP,2024-04-21
296,customer_296,JP,2022-04-23
297,customer_297,GB,2022-12-29
298,customer_298,DE,2025-02-13
299,customer_299,IN,2024-04-08
300,customer_300,NP,2020-11-23
301,customer_301,IN,2019-05-07
302,customer_302,GB,2023-07-05
303,customer_303,NP,2019-12-31
304,customer_304,AU,2019-08-08
305,customer_305,JP,2025-09-21
306,customer_306,US,2022-03-30
307,customer_307,IN,2023-06-16
308,customer_308,JP,2020-06-27
309,customer_309,IN,2019-09-12
310,customer_310,NP,2019-06-06
311,customer_311,BR,2021-06-04
312,customer_312,BR,2019-01-10
313,customer_313,NP,2021-11-16
314,customer_314,IN,2021-03-22
315,customer_315,US,2022-08-10
316,customer_316,BR,2023-01-13
317,customer_317,BR,2021-02-10
318,customer_318,BR,2022-02-12
319,customer_319,AU,2019-07-15
320,customer_320,GB,2021-01-24
321,customer_321,IN,2025-09-11
322,customer_322,NP,2025-10-14
323,customer_323,JP,2022-04-29
324,customer_324,AU,2025-06-06
325,customer_325,AU,2022-06-07
326,customer_326,US,2019-11-11
327,customer_327,US,2024-12-09
328,customer_328,NP,2021-11-03
329,customer_329,US,2023-03-12
330,customer_330,JP,2023-06-11
331,customer_331,JP,2021-02-09
332,customer_332,IN,2024-01-08
333,customer_333,IN,2022-06-07
334,customer_334,GB,2021-07-04
335,customer_335,DE,2021-01-14
336,customer_336,GB,2024-02-09
337,customer_337,AU,2020-09-15
338,customer_338,IN,2019-11-07
339,customer_339,US,2025-01-13
340,customer_340,AU,2021-04-09
341,customer_341,BR,2023-05-22
342,customer_342,IN,2023-11-27
343,customer_343,JP,2024-09-26
344,customer_344,JP,2023-04-14
345,customer_345,AU,2023-11-05
346,customer_346,IN,2024-09-24
347,customer_347,AU,2025-06-16
348,customer_348,AU,2019-04-28
349,customer_349,US,2024-02-02
350,customer_350,US,2020-03-11
351,customer_351,JP,2025-02-06
352,customer_352,NP,2019-05-02
353,customer_353,IN,2020-09-08
354,customer_354,DE,2020-04-25
355,customer_355,AU,2023-02-17
356,customer_356,AU,2019-01-11
357,customer_357,US,2019-02-12
358,customer_358,AU,2022-06-14
359,customer_359,NP,2025-08-26
360,customer_360,BR,2022-08-13
361,customer_361,GB,2022-01-19
362,customer_362,AU,2023-07-03
363,customer_363,US,2022-10-11
364,customer_364,AU,2021-08-20
365,customer_365,NP,2023-01-11
366,customer_366,JP,2019-01-09
367,customer_367,DE,2020-09-03
368,customer_368,IN,2023-08-12
369,customer_369,NP,2021-05-03
370,customer_370,GB,2019-05-16
371,customer_371,IN,2019-11-08
372,customer_372,BR,2024-12-05
373,customer_373,DE,2021-04-03
374,customer_374,IN,2019-02-26
375,customer_375,AU,2023-12-28
376,customer_376,NP,2022-08-19
377,customer_377,BR,2022-02-02
378,customer_378,BR,2025-02-15
379,customer_379,DE,2021-02-23
380,customer_380,IN,2022-12-02
381,customer_381,NP,2024-02-06
382,customer_382,AU,2023-03-02
383,customer_383,AU,2020-06-03
384,customer_384,US,2023-09-01
385,customer_385,NP,2024-02-02
386,customer_386,NP,2019-11-03
387,customer_387,NP,2020-02-18
388,customer_388,GB,2023-08-15
389,customer_389,AU,2019-10-25
390,customer_390,US,2025-01-09
391,customer_391,BR,2019-10-01
392,customer_392,US,2025-09-01
393,customer_393,IN,2023-08-06
394,customer_394,JP,2022-01-12
395,customer_395,BR,2020-11-01
396,customer_396,GB,2021-05-11
397,customer_397,NP,2024-02-15
398,customer_398,US,2024-02-27
399,customer_399,IN,2020-06-05
400,customer_400,IN,2022-09-19
401,customer_401,AU,2025-10-18
402,customer_402,GB,2020-10-05
403,customer_403,IN,2023-09-30
404,customer_404,AU,2020-03-06
405,customer_405,DE,2024-09-16
406,customer_406,JP,2020-03-01
407,customer_407,DE,2021-01-14
408,customer_408,US,2022-02-21
409,customer_409,AU,2021-07-15
410,customer_410,NP,2020-03-01
411,customer_411,US,2023-05-22
412,customer_412,US,2019-02-19
413,customer_413,IN,2025-09-24
414,customer_414,US,2019-05-11
415,customer_415,NP,2021-04-14
416,customer_416,BR,2025-05-13
417,customer_417,AU,2020-01-23
418,customer_418,NP,2019-07-02
419,customer_419,IN,2024-02-03
420,customer_420,JP,2019-07-02
421,customer_421,AU,2025-02-26
422,customer_422,BR,2022-02-01
423,customer_423,GB,2024-12-13
424,customer_424,JP,2020-09-04
425,customer_425,DE,2019-12-19
426,customer_426,US,2025-08-03
427,customer_427,GB,2024-03-20
428,customer_428,GB,2025-03-27
429,customer_429,NP,2021-03-10
430,customer_430,BR,2021-10-08
431,customer_431,NP,2022-12-14
432,customer_432,BR,2022-01-26
433,customer_433,GB,2020-08-29
434,customer_434,US,2021-07-26
435,customer_435,DE,2023-03-02
436,customer_436,NP,2019-04-05
437,customer_437,JP,2021-04-19
438,customer_438,AU,2021-01-02
439,customer_439,NP,2019-06-25
440,customer_440,DE,2019-11-03
441,customer_441,AU,2022-05-24
442,customer_442,IN,2019-09-13
443,customer_443,US,2021-05-12
444,customer_444,DE,2022-11-03
445,customer_445,JP,2024-12-24
446,customer_446,BR,2019-09-04
447,customer_447,IN,2021-12-22
448,customer_448,AU,2019-09-15
449,customer_449,JP,2021-12-07
450,customer_450,IN,2022-04-16
451,customer_451,AU,2024-06-21
452,customer_452,AU,2022-01-10
453,customer_453,DE,2025-05-27
454,customer_454,NP,2019-12-11
455,customer_455,JP,2019-05-13
456,customer_456,JP,2019-01-12
457,customer_457,US,2021-06-10
458,customer_458,BR,2020-04-27
459,customer_459,GB,2019-08-17
460,customer_460,NP,2020-08-12
461,customer_461,BR,2025-09-03
462,customer_462,US,2024-06-23
463,customer_463,BR,2019-02-16
464,customer_464,DE,2025-04-07
465,customer_465,NP,2020-05-28
466,customer_466,AU,2021-10-11
467,customer_467,US,2021-03-30
468,customer_468,JP,2021-10-09
469,customer_469,US,2024-03-16
470,customer_470,AU,2023-11-17
471,customer_471,BR,2023-01-25
472,customer_472,GB,2023-04-17
473,customer_473,DE,2023-12-24
474,customer_474,DE,2020-04-05
475,customer_475,BR,2021-09-16
476,customer_476,GB,2019-09-27
477,customer_477,GB,2023-10-27
478,customer_478,NP,2021-12-30
479,customer_479,BR,2023-05-13
480,customer_480,NP,2022-11-13
481,customer_481,IN,2020-11-15
482,customer_482,GB,2019-12-13
483,customer_483,IN,2025-08-29
484,customer_484,GB,2021-01-03
485,customer_485,DE,2019-10-01
486,customer_486,US,2021-02-03
487,customer_487,IN,2025-03-06
488,customer_488,JP,2020-10-15
489,customer_489,GB,2025-10-02
490,customer_490,JP,2022-02-25
491,customer_491,AU,2024-11-24
492,customer_492,GB,2023-06-21
493,customer_493,GB,2019-04-20
494,customer_494,JP,2022-06-27
495,customer_495,IN,2021-11-08
496,customer_496,DE,2020-05-18
497,customer_497,NP,2022-10-06
498,customer_498,IN,2019-09-15
499,customer_499,AU,2023-10-12
500,customer_500,DE,2024-08-16
501,customer_501,NP,2019-08-20
502,customer_502,BR,2022-04-13
503,customer_503,AU,2023-06-26
504,customer_504,GB,2019-06-05
505,customer_505,IN,2021-08-31
506,customer_506,DE,2020-10-07
507,customer_507,JP,2019-04-09
508,customer_508,US,2024-07-03
509,customer_509,IN,2022-01-16
510,customer_510,US,2024-02-23
511,customer_511,AU,2023-01-07
512,customer_512,BR,2024-12-29
513,customer_513,GB,2025-10-28
514,customer_514,GB,2023-02-14
515,customer_515,AU,2021-05-30
516,customer_516,NP,2021-11-23
517,customer_517,AU,2024-08-25
518,customer_518,NP,2021-12-02
519,customer_519,DE,2022-07-23
520,customer_520,JP,2020-04-30
521,customer_521,IN,2025-10-11
522,customer_522,US,2023-06-15
523,customer_523,US,2021-04-05
524,customer_524,GB,2023-01-02
525,customer_525,IN,2021-09-29
526,customer_526,IN,2020-01-23
527,customer_527,AU,2024-12-26
528,customer_528,US,2025-01-23
529,customer_529,AU,2024-09-18
530,customer_530,AU,2021-07-10
531,customer_531,JP,2020-10-03
532,customer_532,US,2019-05-05
533,customer_533,US,2024-01-03
534,customer_534,IN,2021-03-30
535,customer_535,JP,2025-02-08
536,customer_536,US,2024-12-14
537,customer_537,DE,2019-11-17
538,customer_538,NP,2025-04-11
539,customer_539,JP,2019-12-17
540,customer_540,NP,2022-05-10
541,customer_541,BR,2022-03-30
542,customer_542,NP,2025-07-18
543,customer_543,US,2023-07-02
544,customer_544,US,2024-12-28
545,customer_545,GB,2023-01-29
546,customer_546,NP,2024-08-25
547,customer_547,DE,2024-10-31
548,customer_548,JP,2024-11-19
549,customer_549,JP,2021-10-26
550,customer_550,BR,2021-08-12
551,customer_551,GB,2025-09-28
552,customer_552,DE,2024-03-06
553,customer_553,GB,2025-04-12
554,customer_554,IN,2022-12-14
555,customer_555,AU,2025-05-11
556,customer_556,JP,2023-12-05
557,customer_557,BR,2024-01-31
558,customer_558,AU,2020-03-20
559,customer_559,GB,2022-11-18
560,customer_560,GB,2024-01-03
561,customer_561,JP,2024-03-17
562,customer_562,NP,2025-07-21
563,customer_563,DE,2021-03-28
564,customer_564,US,2021-01-26
565,customer_565,AU,2025-08-20
566,customer_566,US,2025-10-01
567,customer_567,US,2020-03-25
568,customer_568,US,2021-08-03
569,customer_569,BR,2025-06-28
570,customer_570,JP,2020-05-14
571,customer_571,AU,2024-05-11
572,customer_572,DE,2019-10-08
573,customer_573,IN,2020-03-21
574,customer_574,NP,2024-05-16
575,customer_575,NP,2023-02-27
576,customer_576,IN,2022-10-19
577,customer_577,AU,2024-11-11
578,customer_578,JP,2021-02-06
579,customer_579,AU,2022-06-12
580,customer_580,NP,2023-03-02
581,customer_581,NP,2024-01-24
582,customer_582,GB,2021-04-10
583,customer_583,NP,2023-05-04
584,customer_584,NP,2022-01-25
585,customer_585,DE,2022-09-16
586,customer_586,AU,2024-11-26
587,customer_587,BR,2021-09-11
588,customer_588,NP,2023-07-29
589,customer_589,GB,2025-06-12
590,customer_590,GB,2024-03-21
591,customer_591,GB,2025-10-07
592,customer_592,AU,2022-12-29
593,customer_593,US,2020-12-05
594,customer_594,AU,2025-10-14
595,customer_595,IN,2023-05-31
596,customer_596,GB,2020-08-26
597,customer_597,JP,2021-03-03
598,customer_598,GB,2020-10-17
599,customer_599,BR,2024-09-15
600,customer_600,BR,2019-08-20
601,customer_601,JP,2024-01-24
602,customer_602,GB,2022-10-17
603,customer_603,BR,2019-07-03
604,customer_604,US,2023-03-14
605,customer_605,GB,2024-02-26
606,customer_606,JP,2023-12-20
607,customer_607,IN,2022-08-14
608,customer_608,JP,2021-04-18
609,customer_609,AU,2020-02-14
610,customer_610,GB,2019-01-31
611,customer_611,GB,2021-06-17
612,customer_612,DE,2023-04-30
613,customer_613,GB,2019-04-05
614,customer_614,DE,2025-11-01
615,customer_615,BR,2023-01-04
616,customer_616,BR,2021-01-06
617,customer_617,US,2025-08-02
618,customer_618,IN,2020-04-04
619,customer_619,NP,2025-07-21
620,customer_620,US,2020-12-05
621,customer_621,DE,2021-08-07
622,customer_622,DE,2021-11-29
623,customer_623,US,2025-10-23
624,customer_624,DE,2020-09-19
625,customer_625,JP,2025-08-29
626,customer_626,US,2021-05-17
627,customer_627,IN,2020-12-13
628,customer_628,IN,2023-05-15
629,customer_629,JP,2023-10-01
630,customer_630,IN,2021-05-12
631,customer_631,BR,2019-12-02
632,customer_632,IN,2021-09-17
633,customer_633,DE,2022-09-13
634,customer_634,DE,2019-04-11
635,customer_635,US,2019-07-16
636,customer_636,BR,2025-04-13
637,customer_637,US,2019-03-31
638,customer_638,IN,2021-10-14
639,customer_639,GB,2024-03-24
640,customer_640,AU,2021-03-31
641,customer_641,BR,2022-05-21
642,customer_642,AU,2019-08-05
643,customer_643,GB,2024-06-09
644,customer_644,DE,2023-05-05
645,customer_645,GB,2024-10-30
646,customer_646,IN,2024-11-29
647,customer_647,DE,2021-05-27
648,customer_648,JP,2019-04-13
649,customer_649,AU,2021-05-15
650,customer_650,GB,2019-12-30
651,customer_651,DE,2022-08-26
652,customer_652,BR,2020-01-01
653,customer_653,US,2025-04-23
654,customer_654,GB,2023-02-14
655,customer_655,JP,2020-09-24
656,customer_656,JP,2025-04-22
657,customer_657,GB,2024-04-08
658,customer_658,BR,2021-12-30
659,customer_659,NP,2020-01-02
660,customer_660,IN,2021-05-09
661,customer_661,US,2022-12-31
662,customer_662,BR,2024-03-29
663,customer_663,NP,2020-10-16
664,customer_664,US,2024-01-31
665,customer_665,JP,2020-12-08
666,customer_666,BR,2020-09-08
667,customer_667,JP,2022-01-22
668,customer_668,GB,2020-02-07
669,customer_669,AU,2021-10-08
670,customer_670,US,2021-06-13
671,customer_671,AU,2020-12-01
672,customer_672,JP,2024-04-23
673,customer_673,BR,2021-04-09
674,customer_674,NP,2023-10-04
675,customer_675,JP,2023-12-06
676,customer_676,BR,2023-07-23
677,customer_677,JP,2020-11-04
678,customer_678,NP,2024-09-04
679,customer_679,JP,2020-08-14
680,customer_680,AU,2020-11-23
681,customer_681,BR,2024-12-27
682,customer_682,US,2021-04-29
683,customer_683,AU,2023-10-09
684,customer_684,AU,2019-04-16
685,customer_685,US,2023-03-16
686,customer_686,GB,2024-12-11
687,customer_687,DE,2023-11-07
688,customer_688,JP,2022-12-27
689,customer_689,DE,2024-10-23
690,customer_690,GB,2021-01-15
691,customer_691,AU,2021-07-30
692,customer_692,GB,2019-06-23
693,customer_693,AU,2023-10-12
694,customer_694,AU,2023-12-14
695,customer_695,NP,2024-02-22
696,customer_696,IN,2024-02-15
697,customer_697,BR,2019-11-15
698,customer_698,JP,2023-07-24
699,customer_699,NP,2024-03-23
700,customer_700,NP,2020-05-24
701,customer_701,JP,2022-04-06
702,customer_702,JP,2025-04-02
703,customer_703,US,2021-11-03
704,customer_704,US,2024-02-26
705,customer_705,US,2022-08-18
706,customer_706,JP,2023-07-03
707,customer_707,NP,2023-04-16
708,customer_708,JP,2023-06-16
709,customer_709,DE,2024-05-02
710,customer_710,DE,2025-03-10
711,customer_711,BR,2021-01-09
712,customer_712,JP,2025-05-09
713,customer_713,BR,2023-04-19
714,customer_714,GB,2023-01-29
715,customer_715,AU,2021-03-30
716,customer_716,GB,2021-11-07
717,customer_717,JP,2023-06-18
718,customer_718,DE,2021-06-28
719,customer_719,US,2020-12-19
720,customer_720,JP,2024-08-09
721,customer_721,US,2021-11-04
722,customer_722,AU,2023-05-31
723,customer_723,GB,2019-03-19
724,customer_724,NP,2019-07-13
725,customer_725,GB,2024-10-21
726,customer_726,NP,2019-12-22
727,customer_727,BR,2024-06-12
728,customer_728,NP,2025-02-28
729,customer_729,DE,2022-04-18
730,customer_730,BR,2025-01-20
731,customer_731,BR,2021-12-04
732,customer_732,DE,2025-07-07
733,customer_733,AU,2020-08-15
734,customer_734,GB,2021-12-05
735,customer_735,US,2021-08-30
736,customer_736,BR,2024-05-14
737,customer_737,BR,2019-04-20
738,customer_738,IN,2024-09-01
739,customer_739,BR,2019-02-28
740,customer_740,AU,2021-02-28
741,customer_741,GB,2023-01-30
742,customer_742,GB,2019-12-30
743,customer_743,BR,2022-05-10
744,customer_744,IN,2025-10-28
745,customer_745,GB,2024-08-20
746,customer_746,IN,2019-03-17
747,customer_747,JP,2023-01-19
748,customer_748,IN,2023-02-02
749,customer_749,IN,2019-06-20
750,customer_750,US,2023-06-14
751,customer_751,AU,2022-07-26
752,customer_752,US,2023-09-01
753,customer_753,NP,2021-01-13
754,customer_754,AU,2020-10-01
755,customer_755,JP,2024-01-14
756,customer_756,DE,2023-12-09
757,customer_757,BR,2020-02-09
758,customer_758,DE,2020-06-24
759,customer_759,US,2023-01-05
760,customer_760,BR,2024-09-03
761,customer_761,US,2020-05-19
762,customer_762,JP,2020-07-01
763,customer_763,AU,2024-07-12
764,customer_764,AU,2023-10-08
765,customer_765,IN,2025-03-05
766,customer_766,GB,2024-05-12
767,customer_767,JP,2025-07-11
768,customer_768,DE,2020-04-17
769,customer_769,US,2020-11-10
770,customer_770,DE,2020-08-17
771,customer_771,BR,2019-05-19
772,customer_772,AU,2024-05-01
773,customer_773,NP,2023-07-13
774,customer_774,BR,2019-08-03
775,customer_775,GB,2020-05-10
776,customer_776,AU,2020-04-21
777,customer_777,DE,2021-10-04
778,customer_778,NP,2022-02-12
779,customer_779,IN,2020-12-23
780,customer_780,GB,2025-05-14
781,customer_781,AU,2020-06-15
782,customer_782,BR,2022-11-05
783,customer_783,NP,2021-12-30
784,customer_784,NP,2021-08-27
785,customer_785,DE,2024-08-26
786,customer_786,JP,2025-09-11
787,customer_787,NP,2019-01-15
788,customer_788,BR,2022-03-05
789,customer_789,JP,2019-10-25
790,customer_790,NP,2021-12-20
791,customer_791,NP,2023-03-23
792,customer_792,DE,2021-10-26
793,customer_793,BR,2021-02-11
794,customer_794,GB,2021-02-19
795,customer_795,DE,2021-01-19
796,customer_796,IN,2021-03-25
797,customer_797,AU,2021-07-23
798,customer_798,DE,2023-09-16
799,customer_799,IN,2019-08-29
800,customer_800,DE,2019-04-13
801,customer_801,NP,2022-07-15
802,customer_802,IN,2023-09-01
803,customer_803,JP,2020-10-08
804,customer_804,AU,2020-05-18
805,customer_805,BR,2023-04-11
806,customer_806,GB,2021-08-18
807,customer_807,JP,2024-01-15
808,customer_808,NP,2020-01-02
809,customer_809,DE,2019-10-30
810,customer_810,AU,2022-10-13
811,customer_811,NP,2021-09-08
812,customer_812,AU,2023-12-29
813,customer_813,BR,2022-06-19
814,customer_814,IN,2021-06-05
815,customer_815,GB,2020-02-04
816,customer_816,GB,2020-02-13
817,customer_817,NP,2024-03-04
818,customer_818,NP,2020-07-20
819,customer_819,BR,2022-06-10
820,customer_820,AU,2024-08-07
821,customer_821,NP,2025-02-22
822,customer_822,BR,2020-10-31
823,customer_823,US,2019-10-02
824,customer_824,BR,2024-04-20
825,customer_825,JP,2023-09-15
826,customer_826,NP,2021-04-07
827,customer_827,BR,2023-01-23
